Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title,Pclass_over_1,Survived,e,wt,v,TE
female,33,0,2,22.3583,C,Unknown,Mr,0,1,0.3634259756958674,1.5709092137291407,1.5709092137291407,0
female,30,0,0,8.6625,S,Unknown,Miss,0,0,0.37884038505796286,1.60989216933125,0.0,0
female,7,0,2,26.25,S,Unknown,Miss,1,1,0.4470875115447451,2.2366985750616717,2.2366985750616717,0
male,45,0,0,26.55,S,B,Officer,1,0,0.9981265525373602,1.001876963855813,0.0,0
female,30,0,0,106.425,C,Unknown,Miss,1,1,0.9999984769390533,1.0000015230632664,1.0000015230632664,0
male,33,0,0,14.5,S,Unknown,Mr,0,0,0.39243654540229433,1.645918615467324,0.0,0
female,22,0,2,49.5,C,B,Miss,1,1,0.9970918269856589,1.0029166551521467,1.0029166551521467,0
female,36,0,2,71.0,S,B,Miss,1,1,0.9999578188743765,1.000042182904946,1.000042182904946,0
female,9,4,2,31.275,S,Unknown,Miss,0,0,0.02465355316346849,1.0252767139752552,0.0,0
female,11,4,2,31.275,S,Unknown,Miss,0,0,0.026267182902554146,1.0269757601277656,0.0,0
male,32,1,0,26.0,S,Unknown,Mr,1,1,0.5412794837855942,1.8474744193262445,1.8474744193262445,0
male,50,1,0,106.425,C,C,Mr,1,0,0.9999991665805126,1.000000833420182,0.0,0
male,64,0,0,26.0,S,Unknown,Mr,1,0,0.9067957634200183,1.1027841553079802,0.0,0
female,19,1,0,26.0,S,Unknown,Mr,1,1,0.6515478392258105,1.5348067168609312,1.5348067168609312,0
male,38,0,0,13.8625,C,Unknown,Officer,1,1,0.7032551516375102,1.4219590111377465,1.4219590111377465,0
male,33,1,1,20.525,S,Unknown,Mr,0,0,0.19766232653712426,1.2463580273926524,0.0,0
male,8,1,1,36.75,S,Unknown,Master,1,1,0.8315244182777617,1.202610504296653,1.202610504296653,0
male,17,0,2,110.8833,C,C,Mr,1,1,0.9999979092637574,1.0000020907406137,1.0000020907406137,0
male,27,0,0,26.0,S,Unknown,Mr,1,0,0.7449019198484579,1.3424586154959017,0.0,0
male,33,0,0,7.8292,Q,Unknown,Mr,0,0,0.028523250860466958,1.0293607138675536,0.0,0
male,22,0,0,7.225,C,Unknown,Mr,0,1,0.0781259395116054,1.0847468682112777,1.0847468682112777,0
female,22,0,0,7.775,S,Unknown,Miss,0,1,0.291897435122521,1.4122247956735294,1.4122247956735294,0
male,62,0,0,26.55,S,Unknown,Mr,1,0,0.9081754176847721,1.101108861269685,0.0,0
female,48,1,0,39.6,C,A,Royalty,1,1,0.9986706220782492,1.0013311475198743,1.0013311475198743,0
male,33,0,0,227.525,C,Unknown,Mr,1,0,0.9999999999999449,1.000000000000055,0.0,0
female,39,1,1,79.65,S,E,Mr,1,1,0.9999354180064071,1.0000645861646962,1.0000645861646962,0
female,36,1,0,17.4,S,Unknown,Mr,0,1,0.47617647640550603,1.9090398864448999,1.9090398864448999,0
male,33,0,0,7.75,Q,Unknown,Mr,0,0,0.02819988849371115,1.029018198454414,0.0,0
male,40,0,0,7.8958,S,Unknown,Mr,0,0,0.23363942404008622,1.3048687933189131,0.0,0
male,28,0,0,13.5,S,Unknown,Mr,1,0,0.321283292268116,3.1125179057412176,0.0,0
male,33,0,0,8.05,S,Unknown,Mr,0,0,0.1989738390565327,1.2483986775440352,0.0,0
female,21,0,0,8.05,S,Unknown,Miss,0,0,0.293598675605582,1.4156258849843997,0.0,0
male,24,2,0,24.15,S,Unknown,Mr,0,0,0.1919217263448082,1.237503881247402,0.0,0
male,19,0,0,7.8958,S,Unknown,Mr,0,0,0.13343155132809667,1.153976932269566,0.0,0
female,29,0,4,21.075,S,Unknown,Mr,0,0,0.1345795241820905,1.1555076727932734,0.0,0
male,33,0,0,7.2292,C,Unknown,Mr,0,0,0.108161355175386,1.1212790629819103,0.0,0
male,32,0,0,7.8542,S,Unknown,Mr,0,1,0.1893471612283566,1.2335736731832931,1.2335736731832931,0
male,62,0,0,10.5,S,Unknown,Mr,1,1,0.47840678058180836,2.090271376973091,2.090271376973091,0
female,53,2,0,51.4792,S,C,Mr,1,1,0.9982809822468498,1.0017219778636683,1.0017219778636683,0
male,36,0,0,26.3875,S,E,Mr,1,1,0.9328832428257519,1.0719455062467924,1.0719455062467924,0
female,21,0,0,7.75,Q,Unknown,Miss,0,1,0.046305546222137485,1.0485538591932748,1.0485538591932748,0
male,16,0,0,8.05,S,Unknown,Mr,0,0,0.125024220571377,1.142888778764848,0.0,0
male,19,0,0,14.5,S,Unknown,Mr,0,0,0.29060087150727215,1.4096436827103476,0.0,0
female,34,0,0,13.0,S,Unknown,Miss,1,1,0.5691258369237959,1.7570806579527978,1.7570806579527978,0
female,39,1,0,55.9,S,E,Mr,1,1,0.9990096848539531,1.000991296842324,1.000991296842324,0
female,33,1,0,14.4583,C,Unknown,Mr,0,0,0.22721143242439368,1.2940150022369012,0.0,0
male,32,0,0,7.925,S,Unknown,Mr,0,1,0.19096254020492684,1.236036709911179,1.236036709911179,0
female,25,1,1,30.0,S,Unknown,Miss,1,1,0.6564957796914742,1.5232390381396794,1.5232390381396794,0
female,39,1,1,110.8833,C,C,Mr,1,1,0.9999994403056238,1.0000005596946895,1.0000005596946895,0
male,54,0,0,26.0,S,Unknown,Mr,1,0,0.8754301212159817,1.1422956279034464,0.0,0
male,36,0,0,40.125,C,A,Mr,1,0,0.9911504667456482,1.0089285467255122,0.0,0
male,33,0,0,8.7125,C,Unknown,Mr,0,0,0.13125657155309656,1.1510878439538248,0.0,0
female,18,0,2,79.65,S,E,Miss,1,1,0.9999055397412708,1.0000944691823126,1.0000944691823126,0
male,47,0,0,15.0,S,Unknown,Mr,1,0,0.5230797210292958,1.9117544798567974,0.0,0
male,60,1,1,79.2,C,B,Mr,1,1,0.9999659527796214,1.0000340483796313,1.0000340483796313,0
male,22,0,0,8.05,S,Unknown,Mr,0,0,0.14798119666670378,1.1736830174261024,0.0,0
male,33,0,0,8.05,S,Unknown,Mr,0,0,0.1989738390565327,1.2483986775440352,0.0,0
male,35,0,0,7.125,S,Unknown,Mr,0,0,0.18774737926387006,1.2311440732486871,0.0,0
female,52,1,0,78.2667,C,D,Mr,1,1,0.9999853271993064,1.0000146730159878,1.0000146730159878,0
male,47,0,0,7.25,S,Unknown,Mr,0,0,0.2581007845714502,1.3478919767051665,0.0,0
female,21,0,2,7.75,Q,Unknown,Miss,0,0,0.00994488999861624,1.0100447842732738,0.0,0
male,37,1,0,26.0,S,Unknown,Mr,1,0,0.5813048939139178,1.7202676434856996,0.0,0
male,36,1,1,24.15,S,Unknown,Mr,0,0,0.3172793645814263,1.4647279547759726,0.0,0
female,21,0,0,33.0,S,Unknown,Miss,1,1,0.9436752134432616,1.059686622849001,1.059686622849001,0
male,49,0,0,0.0,S,Unknown,Mr,0,0,0.11254792018058948,1.1268214056171821,0.0,0
male,33,0,0,7.225,C,Unknown,Mr,0,0,0.10810134350445783,1.1212036173809374,0.0,0
male,49,1,0,56.9292,C,A,Royalty,1,1,0.999760935883395,1.000239121281923,1.000239121281923,0
female,24,2,1,27.0,S,Unknown,Mr,1,1,0.2849764294833743,3.509062141780889,3.509062141780889,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,33,0,0,42.4,S,Unknown,Mr,1,0,0.9757930394561453,1.0248074740903526,0.0,0
male,44,0,0,8.05,S,Unknown,Mr,0,0,0.26213192796061807,1.3552558213233372,0.0,0
male,35,0,0,26.55,C,Unknown,Mr,1,1,0.6938080600840617,1.4413208169977734,1.4413208169977734,0
male,36,1,0,15.55,S,Unknown,Mr,0,0,0.22223696747211816,1.2857386609772448,0.0,0
male,30,0,0,7.8958,S,Unknown,Mr,0,0,0.18047252840842715,1.2202153492889487,0.0,0
male,27,0,0,30.5,S,Unknown,Mr,1,1,0.850474691158397,1.1758139429615955,1.1758139429615955,0
female,22,1,2,41.5792,C,Unknown,Mr,1,1,0.7028094008529601,1.4228608763433677,1.4228608763433677,0
female,40,0,0,153.4625,S,C,Miss,1,1,0.9999999999168798,1.0000000000831202,1.0000000000831202,0
female,39,1,5,31.275,S,Unknown,Mr,0,0,0.13226256761319222,1.1524223373070233,0.0,0
male,33,0,0,7.05,S,Unknown,Mr,0,0,0.17640720222311956,1.214192259450659,0.0,0
female,21,1,0,15.5,Q,Unknown,Miss,0,1,0.04994576176719174,1.0525714846134424,1.0525714846134424,0
male,33,0,0,7.75,Q,Unknown,Mr,0,0,0.02819988849371115,1.029018198454414,0.0,0
male,35,0,0,8.05,S,Unknown,Mr,0,0,0.20954584090349226,1.2650955004690012,0.0,0
female,24,1,2,65.0,S,Unknown,Miss,1,1,0.9933931166377162,1.006650824584577,1.006650824584577,0
male,34,1,1,14.4,S,Unknown,Mr,0,0,0.0931363120630304,1.1027015562558324,0.0,0
female,26,1,0,16.1,S,Unknown,Mr,0,0,0.3513179160781037,1.5415872039413434,0.0,0
female,4,2,1,39.0,S,F,Miss,1,1,0.8482286320435614,1.1789274285528295,1.1789274285528295,0
male,26,0,0,10.5,S,Unknown,Mr,1,0,0.2214185707805742,4.5163330089010465,0.0,0
male,27,1,0,14.4542,C,Unknown,Mr,0,0,0.09086565513730795,1.0999474452271754,0.0,0
male,42,1,0,52.5542,S,D,Mr,1,1,0.9987788639115385,1.00122262908496,1.00122262908496,0
male,20,1,1,15.7417,C,Unknown,Mr,0,1,0.04197271629058226,1.043811608504579,1.043811608504579,0
male,21,0,0,7.8542,S,Unknown,Mr,0,0,0.14038923633372327,1.1633172154975784,0.0,0
male,21,0,0,16.1,S,Unknown,Mr,0,0,0.35655344159102215,1.5541306219317672,0.0,0
male,61,0,0,32.3208,S,D,Mr,1,0,0.9954845378920839,1.0045359439911317,0.0,0
male,57,0,0,12.35,Q,Unknown,Officer,1,0,0.43768662383392354,2.284739687131589,0.0,0
female,21,0,0,77.9583,S,D,Miss,1,1,0.9999922001548774,1.0000077999059607,1.0000077999059607,0
male,26,0,0,7.8958,S,Unknown,Mr,0,0,0.16202201895166546,1.1933487783879133,0.0,0
male,33,0,0,7.7333,Q,Unknown,Mr,0,0,0.028132160561488925,1.0289464878040846,0.0,0
male,80,0,0,30.0,S,A,Mr,1,1,0.9947533980196525,1.0052742739967437,1.0052742739967437,0
male,51,0,0,7.0542,S,Unknown,Mr,0,0,0.2779279625851795,1.3849033727718134,0.0,0
male,32,0,0,30.5,C,B,Officer,1,1,0.9971144419381615,1.0028939086031385,1.0028939086031385,0
male,33,0,0,0.0,S,Unknown,Mr,1,0,0.07008291732032065,14.268812404446646,0.0,0
female,9,3,2,27.9,S,Unknown,Miss,0,0,0.04273068540563317,1.0446381021037323,0.0,0
female,28,0,0,13.0,S,Unknown,Miss,1,1,0.5207680791308722,1.9202405832341616,1.9202405832341616,0
male,32,0,0,7.925,S,Unknown,Mr,0,0,0.19096254020492684,1.236036709911179,0.0,0
male,31,1,1,26.25,S,Unknown,Officer,1,0,0.7701699774168013,1.298414673802351,0.0,0
female,41,0,5,39.6875,S,Unknown,Mr,0,0,0.622249478077632,2.6472498169188796,0.0,0
male,33,1,0,16.1,S,Unknown,Mr,0,0,0.21946757617832116,1.2811767576595394,0.0,0
male,20,0,0,7.8542,S,Unknown,Mr,0,0,0.1365095315257854,1.1580903744855429,0.0,0
female,24,0,0,69.3,C,B,Miss,1,1,0.9999699188276239,1.0000300820772803,1.0000300820772803,0
female,2,3,2,27.9,S,Unknown,Miss,0,0,0.03432808313207154,1.0355483912625436,0.0,0
male,33,0,0,56.4958,S,Unknown,Mr,0,1,0.9969362836955946,326.40097862914996,326.40097862914996,0
female,0,2,1,19.2583,C,Unknown,Miss,0,1,0.03164400611709238,1.0326780712021066,1.0326780712021066,0
male,48,1,0,76.7292,C,D,Mr,1,1,0.9999492414200762,1.000050761156488,1.000050761156488,0
male,19,0,0,7.8958,S,Unknown,Mr,0,0,0.13343155132809667,1.153976932269566,0.0,0
male,56,0,0,35.5,C,A,Officer,1,1,0.9985150411048037,1.0014871672774737,1.0014871672774737,0
male,33,0,0,7.55,S,Unknown,Mr,0,0,0.18742937042786192,1.2306622508944896,0.0,0
female,23,0,0,7.55,S,Unknown,Miss,0,1,0.2917303167142857,1.4118915768933207,1.4118915768933207,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
female,18,0,1,23.0,S,Unknown,Miss,1,1,0.6110301687838076,1.6365804032072535,1.6365804032072535,0
male,21,0,0,8.4333,S,Unknown,Mr,0,0,0.15106648653429192,1.1779485485471932,0.0,0
female,21,0,0,7.8292,Q,Unknown,Miss,0,1,0.04682651852588063,1.0491269631772189,1.0491269631772189,0
female,18,0,0,6.75,Q,Unknown,Miss,0,0,0.036585728495313,1.0379750742514666,0.0,0
male,24,2,0,73.5,S,Unknown,Mr,1,0,0.9971967659024435,1.0028111143090397,0.0,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
female,32,1,1,15.5,Q,Unknown,Mr,0,0,0.03237506304402907,1.033458276866941,0.0,0
male,23,0,0,13.0,S,Unknown,Mr,1,0,0.2719802260934478,3.6767378804090596,0.0,0
male,58,0,2,113.275,C,D,Mr,1,0,0.9999997290807202,1.0000002709193532,0.0,0
male,50,2,0,133.65,S,Unknown,Officer,1,1,0.9999999738351604,1.0000000261648403,1.0000000261648403,0
male,40,0,0,7.225,C,Unknown,Mr,0,0,0.13209161118522603,1.1521953386873147,0.0,0
male,47,0,0,25.5875,S,E,Officer,1,0,0.9909705613263248,1.0091117123212925,0.0,0
male,36,0,0,7.4958,S,Unknown,Officer,0,0,0.6105977648360387,2.568038674916545,0.0,0
male,20,1,0,7.925,S,Unknown,Mr,0,1,0.05201304247348934,1.0548668334100313,1.0548668334100313,0
male,32,2,0,73.5,S,Unknown,Mr,1,0,0.9978376495354352,1.0021670363566373,0.0,0
male,25,0,0,13.0,S,Unknown,Mr,1,0,0.2850508715215692,3.5081457378541363,0.0,0
male,31,0,0,7.775,S,Unknown,Mrs,0,0,0.2718599519388841,1.3733621748491793,0.0,0
male,43,0,0,8.05,S,Unknown,Mr,0,0,0.2558893385383158,1.3438861338657115,0.0,0
female,33,1,0,52.0,S,C,Mr,1,1,0.9989518087307847,1.0010492911270135,1.0010492911270135,0
female,40,1,1,39.0,S,Unknown,Mr,1,1,0.9203572988910973,1.0865345460994997,1.0865345460994997,0
male,31,1,0,52.0,S,B,Mr,1,0,0.9987676385601131,1.0012338820285203,0.0,0
male,70,0,0,10.5,S,Unknown,Mr,1,0,0.5433394237966787,1.8404701669029024,0.0,0
male,31,0,0,13.0,S,Unknown,Mrs,1,1,0.4474287451156038,2.234992746703447,2.234992746703447,0
male,33,0,0,0.0,S,Unknown,Mr,1,0,0.07008291732032065,14.268812404446646,0.0,0
male,18,0,0,7.775,S,Unknown,Mr,0,0,0.12770799304494437,1.1464050937377492,0.0,0
male,24,0,0,8.05,S,Unknown,Mr,0,0,0.15637273732116547,1.1853576149550016,0.0,0
female,18,0,0,9.8417,S,Unknown,Miss,0,1,0.3295784377964488,1.49159880346507,1.49159880346507,0
female,43,1,6,46.9,S,Unknown,Mr,0,0,0.44428626232689294,1.799487635823464,0.0,0
male,36,0,1,512.3292,C,B,Mr,1,1,1.0,,,0
female,21,0,0,8.1375,Q,Unknown,Miss,0,0,0.04890802824692999,1.051423027109336,0.0,0
male,27,0,0,76.7292,C,D,Mr,1,1,0.9999654838273643,1.000034517364043,1.000034517364043,0
male,20,0,0,9.225,S,Unknown,Mr,0,0,0.16226251346587425,1.1936913604489447,0.0,0
male,14,5,2,46.9,S,Unknown,Mr,0,0,0.040154145352788335,1.041833951939655,0.0,0
male,60,1,1,39.0,S,Unknown,Mr,1,0,0.9015484482873648,1.109202729925008,0.0,0
male,25,1,2,41.5792,C,Unknown,Mr,1,0,0.5187614950548868,1.9276681279018144,0.0,0
male,14,4,1,39.6875,S,Unknown,Mr,0,0,0.08423875625459994,1.0919876843772829,0.0,0
male,19,0,0,10.1708,S,Unknown,Mr,0,0,0.17742580116048015,1.2156958015590458,0.0,0
male,18,0,0,7.7958,S,Unknown,Mr,0,0,0.1280516898048595,1.146856973409584,0.0,0
female,15,0,1,211.3375,S,B,Miss,1,1,0.9999999999999645,1.0000000000000355,1.0000000000000355,0
male,31,1,0,57.0,S,B,Mr,1,1,0.9994121172552196,1.0005882285541974,1.0005882285541974,0
female,4,0,1,13.4167,C,Unknown,Miss,0,1,0.11722834214893413,1.1327957701250895,1.1327957701250895,0
male,33,0,0,56.4958,S,Unknown,Mr,0,1,0.9969362836955946,326.40097862914996,326.40097862914996,0
male,25,0,0,7.225,C,Unknown,Mr,0,0,0.08544975898037195,1.093433641092374,0.0,0
male,60,0,0,26.55,S,Unknown,Officer,1,0,0.9829360563914558,1.0173601766845233,0.0,0
male,52,0,0,13.5,S,Unknown,Mr,1,0,0.5081944692706457,1.967750655443353,0.0,0
male,44,0,0,8.05,S,Unknown,Mr,0,0,0.26213192796061807,1.3552558213233372,0.0,0
female,21,0,0,7.7333,Q,Unknown,Miss,0,1,0.046196400885939626,1.0484338714268318,1.0484338714268318,0
male,49,1,1,110.8833,C,C,Mr,1,0,0.9999990221772841,1.000000977823672,0.0,0
male,42,0,0,7.65,S,F,Mr,0,0,0.582294267477796,2.3940298687350263,0.0,0
female,18,1,0,227.525,C,C,Mr,1,1,0.9999999999999842,1.0000000000000158,1.0000000000000158,0
male,35,0,0,26.2875,S,E,Mr,1,1,0.9298575120716234,1.075433587423633,1.075433587423633,0
female,18,0,1,14.4542,C,Unknown,Miss,0,0,0.19625928557825542,1.2441823364882731,0.0,0
male,25,0,0,7.7417,Q,Unknown,Mr,0,0,0.021853843238148422,1.0223421040782856,0.0,0
male,26,1,0,7.8542,S,Unknown,Mr,0,0,0.06190962123799804,1.06599536957164,0.0,0
male,39,0,0,26.0,S,Unknown,Mr,1,0,0.8118284715253977,1.2317872987640288,0.0,0
female,45,0,0,13.5,S,Unknown,Mr,1,1,0.6655889593215741,1.5024287677777686,1.5024287677777686,0
male,42,0,0,26.2875,S,E,Mr,1,1,0.9433313015699065,1.0600729545768115,1.0600729545768115,0
female,22,0,0,151.55,S,Unknown,Miss,1,1,0.9999999986398382,1.0000000013601618,1.0000000013601618,0
male,4,1,1,15.2458,C,Unknown,Master,0,1,0.08988379948942543,1.0987607949831029,1.0987607949831029,0
female,24,0,0,49.5042,C,C,Miss,1,1,0.9987612305815574,1.0012403058714257,1.0012403058714257,0
male,33,0,0,26.55,S,C,Mr,1,0,0.9635427667178021,1.0378366529659968,0.0,0
male,48,1,0,52.0,S,C,Mr,1,1,0.9984444049377265,1.0015580187084834,1.0015580187084834,0
male,29,0,0,9.4833,S,Unknown,Mr,0,0,0.2124079873743532,1.2696929171059452,0.0,0
male,52,0,0,13.0,S,Unknown,Mr,1,0,0.48967654465479155,2.0421643856864176,0.0,0
male,19,0,0,7.65,S,F,Mr,0,0,0.397489859519019,1.6597231030862067,0.0,0
female,38,0,0,227.525,C,C,Officer,1,1,0.9999999999999996,1.0000000000000004,1.0000000000000004,0
female,27,0,0,10.5,S,E,Miss,1,1,0.7089461995375712,1.4105442707109175,1.4105442707109175,0
male,33,0,0,15.5,Q,Unknown,Mr,0,0,0.08381668957769461,1.0914846282662147,0.0,0
male,33,0,0,7.775,S,Unknown,Mr,0,0,0.19255944431671967,1.2384812639907221,0.0,0
female,6,0,1,33.0,S,Unknown,Miss,1,1,0.823889375491375,1.2137551833382862,1.2137551833382862,0
male,17,1,0,7.0542,S,Unknown,Mr,0,0,0.04190878505351134,1.0437419573415585,0.0,0
male,34,0,0,13.0,S,Unknown,Mr,1,0,0.3482374537961851,2.871603812567719,0.0,0
male,50,0,0,13.0,S,Unknown,Mr,1,0,0.4734363333354855,2.1122164261342866,0.0,0
male,27,1,0,53.1,S,E,Mr,1,1,0.9946649173543418,1.0053636984200154,1.0053636984200154,0
male,20,0,0,8.6625,S,Unknown,Mr,0,0,0.15125009036086376,1.1782033654945199,0.0,0
female,30,3,0,21.0,S,Unknown,Mr,1,1,0.13071549831629403,7.650202255131879,7.650202255131879,0
female,21,0,0,7.7375,Q,Unknown,Miss,0,1,0.04622382754769634,1.0484640200528892,1.0484640200528892,0
male,25,1,0,26.0,S,Unknown,Mr,1,0,0.48445544219390607,2.064173323084983,0.0,0
female,25,1,0,7.925,S,Unknown,Miss,0,0,0.1376286032263042,1.1595931912180766,0.0,0
female,29,0,0,211.3375,S,B,Miss,1,1,0.9999999999999898,1.0000000000000102,1.0000000000000102,0
male,11,0,0,18.7875,C,Unknown,Mr,0,0,0.2473533492428691,1.3286447219210265,0.0,0
male,33,0,0,0.0,S,Unknown,Mr,1,0,0.07008291732032065,14.268812404446646,0.0,0
male,23,0,0,13.0,S,Unknown,Mr,1,0,0.2719802260934478,3.6767378804090596,0.0,0
male,23,0,0,13.0,S,Unknown,Mr,1,0,0.2719802260934478,3.6767378804090596,0.0,0
male,28,0,0,16.1,S,Unknown,Mrs,0,0,0.5375917663491486,2.1625912499539655,0.0,0
female,48,1,3,34.375,S,Unknown,Mr,0,0,0.6098227489273041,2.5629377347109483,0.0,0
male,35,0,0,512.3292,C,B,Mr,1,1,1.0,,,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,33,0,0,30.0,S,D,Mr,1,1,0.9843436486586347,1.0159053714246038,1.0159053714246038,0
male,36,1,0,78.85,S,C,Mr,1,0,0.9999569081096733,1.0000430937473177,0.0,0
female,21,2,2,262.375,C,B,Miss,1,1,0.9999999999999996,1.0000000000000004,1.0000000000000004,0
male,24,1,0,16.1,S,Unknown,Mr,0,0,0.17342867523266806,1.2098169511039907,0.0,0
male,31,0,0,7.925,S,Unknown,Mr,0,1,0.1859876154231529,1.228482537793127,1.228482537793127,0
male,70,1,1,71.0,S,B,Officer,1,0,0.9999926476830572,1.0000073523709998,0.0,0
male,16,1,1,20.25,S,Unknown,Mr,0,0,0.11976239365905252,1.136056892816579,0.0,0
female,30,0,0,13.0,S,Unknown,Miss,1,1,0.5369761843557795,1.8622799839805164,1.8622799839805164,0
male,19,1,0,53.1,S,D,Mr,1,0,0.9976228765813571,1.0023827875988458,0.0,0
male,31,0,0,7.75,Q,Unknown,Mr,0,0,0.026470757572240336,1.0271905109971102,0.0,0
female,4,1,1,23.0,S,Unknown,Miss,1,1,0.2549300579986795,3.922644539645379,3.922644539645379,0
male,6,0,1,12.475,S,E,Master,0,1,0.5532066342652006,2.238171102552951,2.238171102552951,0
male,33,0,0,9.5,S,Unknown,Mr,0,0,0.2354323689373577,1.3079287683290222,0.0,0
male,23,0,0,7.8958,S,Unknown,Mr,0,0,0.14920598470604168,1.1753726307706682,0.0,0
female,48,1,2,65.0,S,Unknown,Mr,1,1,0.9968955458578653,1.003114121790426,1.003114121790426,0
male,0,1,1,14.5,S,Unknown,Master,1,1,0.12343101446057911,8.101691494396459,8.101691494396459,0
male,28,0,0,7.7958,S,Unknown,Mr,0,0,0.1689593488146042,1.2033105703958051,0.0,0
male,18,0,0,11.5,S,Unknown,Mr,1,0,0.2027041741503399,4.933297521827688,0.0,0
male,34,0,0,8.05,S,Unknown,Mr,0,0,0.20420898595077921,1.2566113242617598,0.0,0
female,33,0,0,86.5,S,B,Royalty,1,1,0.9999998325132008,1.0000001674868273,1.0000001674868273,0
male,33,0,0,14.5,S,Unknown,Mr,0,0,0.39243654540229433,1.645918615467324,0.0,0
male,41,0,0,7.125,S,Unknown,Mr,0,0,0.219334512366642,1.2809583820998287,0.0,0
male,20,0,0,7.2292,C,Unknown,Mr,0,1,0.07360966598013435,1.0794585859512604,1.0794585859512604,0
female,36,1,2,120.0,S,B,Mr,1,1,0.9999999117215277,1.00000008827848,1.00000008827848,0
male,16,0,0,7.775,S,Unknown,Mr,0,0,0.12063474534980666,1.1371838888469552,0.0,0
female,51,1,0,77.9583,S,D,Mr,1,1,0.9999912514187388,1.0000087486577995,1.0000087486577995,0
male,38,0,0,39.6,C,Unknown,Officer,1,0,0.9907710755183328,1.0093148909063974,0.0,0
female,30,0,0,7.75,Q,Unknown,Miss,0,0,0.0610921713898729,1.06506727234377,0.0,0
male,33,1,0,24.15,Q,Unknown,Mr,0,0,0.10167602555919815,1.113184138965556,0.0,0
male,32,0,0,8.3625,S,Unknown,Mr,0,0,0.20117808977353874,1.2518434800023273,0.0,0
male,24,0,0,9.5,S,Unknown,Mr,0,0,0.186846145512238,1.2297795730550154,0.0,0
male,48,0,0,7.8542,S,Unknown,Mr,0,0,0.2821510059688273,1.3930506392220072,0.0,0
female,57,0,0,10.5,S,E,Mr,1,0,0.8634482749965412,1.1581469660171662,0.0,0
male,33,0,0,7.225,C,Unknown,Mr,0,0,0.10810134350445783,1.1212036173809374,0.0,0
female,54,1,3,23.0,S,Unknown,Mr,1,1,0.2604561837131872,3.8394173858478786,3.8394173858478786,0
male,18,0,0,7.75,S,Unknown,Mr,0,0,0.12729593828734773,1.1458638086747686,0.0,0
male,33,0,0,7.75,Q,F,Mr,0,0,0.11421448283976442,1.1289414656563,0.0,0
female,5,0,0,12.475,S,Unknown,Miss,0,1,0.32239255777288894,1.475780721524062,1.475780721524062,0
male,33,0,0,7.7375,Q,Unknown,Mr,0,0,0.028149179051883612,1.0289645061208281,0.0,0
female,43,0,1,211.3375,S,B,Mr,1,1,0.9999999999999853,1.0000000000000147,1.0000000000000147,0
female,13,0,0,7.2292,C,Unknown,Miss,0,1,0.13527158071523016,1.1564324447982355,1.1564324447982355,0
female,17,1,0,57.0,S,B,Mr,1,1,0.9996166668440397,1.000383480156619,1.000383480156619,0
male,29,0,0,30.0,S,D,Mr,1,0,0.9822068464578365,1.018115485150945,0.0,0
male,33,1,2,23.45,S,Unknown,Mr,0,0,0.14736632049781084,1.1728366167565076,0.0,0
male,25,0,0,7.05,S,Unknown,Mr,0,0,0.14171700679211757,1.1651168762676307,0.0,0
male,25,0,0,7.25,S,Unknown,Mr,0,0,0.14535967574513486,1.1700828659961364,0.0,0
female,18,0,0,7.4958,S,Unknown,Miss,0,1,0.2577562659913339,1.3472663414741937,1.3472663414741937,0
male,8,4,1,29.125,Q,Unknown,Master,0,0,0.007828195582366018,1.0078899597302715,0.0,0
male,1,1,2,20.575,S,Unknown,Master,0,1,0.13997021091409467,1.1627504217765108,1.1627504217765108,0
male,46,0,0,79.2,C,B,Mr,1,0,0.9999916136770745,1.0000083863932565,0.0,0
male,33,0,0,7.75,Q,Unknown,Mr,0,0,0.02819988849371115,1.029018198454414,0.0,0
male,16,0,0,26.0,S,Unknown,Mr,1,0,0.6712405704821032,1.4897788423035467,0.0,0
female,21,8,2,69.55,S,Unknown,Miss,0,0,0.1310542877897105,1.1508198797095792,0.0,0
male,33,0,0,30.6958,C,Unknown,Mr,1,0,0.7969231830854698,1.2548260876641484,0.0,0
male,25,0,0,7.8958,S,Unknown,Mr,0,0,0.15765412772113865,1.187160800461484,0.0,0
male,39,0,0,13.0,S,Unknown,Mr,1,0,0.3859999115321399,2.590674168889637,0.0,0
female,49,0,0,25.9292,S,D,Officer,1,1,0.9988521234443317,1.0011491956904592,1.0011491956904592,0
female,31,0,0,8.6833,S,Unknown,Mr,0,1,0.38207940462951884,1.6183309109489041,1.6183309109489041,0
male,30,0,0,7.2292,C,Unknown,Mr,0,0,0.09910188095549259,1.1100034275358461,0.0,0
female,30,1,1,24.15,S,Unknown,Mr,0,0,0.4804462430112453,1.9247286475144172,0.0,0
male,34,0,0,13.0,S,Unknown,Mr,1,0,0.3482374537961851,2.871603812567719,0.0,0
