X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,t,TE,y,e,wt,v
b,b,0.55,0.95,1.05,0.66,-0.01,1.2,0.42,-0.55,1,6.96,16.439999999999998,0.77,1.3,21.37
c,c,0.27,2.41,-0.62,-0.02,-2.47,1.36,1.65,-0.44,1,6.57,12.280000000000001,0.79,1.27,15.6
a,c,0.85,0.61,0.83,-1.84,1.22,2.36,2.19,-1.87,1,9.57,18.84,0.73,1.37,25.81
e,c,0.66,3.08,-0.27,1.19,-1.5,-0.05,0.64,-0.83,1,7.94,14.51,0.87,1.15,16.69
c,c,1.21,1.96,0.31,-0.13,-2.75,-0.7,0.72,-0.34,1,6.64,10.91,0.36,2.78,30.33
c,c,0.29,-1.48,0.64,-0.33,1.09,-0.05,-1.04,0.86,1,6.22,11.0,0.78,1.28,14.08
e,e,-0.04,0.27,1.07,-1.01,0.7,-0.41,-1.39,-0.33,1,5.78,9.55,0.72,1.39,13.27
c,d,0.15,-1.45,0.57,0.15,1.37,0.29,-0.75,-0.12,1,6.57,12.53,0.65,1.54,19.3
b,c,-0.71,0.24,-0.24,1.37,-0.84,-0.07,0.47,0.24,1,3.15,8.940000000000001,0.42,2.38,21.28
b,b,-1.18,0.02,0.6,0.97,-0.06,-0.34,-0.63,1.25,1,5.14,10.530000000000001,0.62,1.61,16.95
a,a,-1.18,-0.29,-1.6,1.33,-0.5,-0.94,-1.05,-1.86,0,2.72,3.24,0.24,1.32,4.28
e,a,0.22,0.29,1.05,-0.16,-1.13,0.86,2.74,-0.35,1,5.55,13.8,0.84,1.19,16.42
d,e,1.09,0.92,-0.76,-2.22,2.25,-2.04,0.54,-1.06,1,8.23,14.31,0.64,1.56,22.32
d,d,1.39,0.27,2.03,-1.94,0.51,1.17,0.1,0.46,1,11.12,18.259999999999998,0.93,1.08,19.72
c,a,-0.66,-0.92,0.78,1.57,-0.27,-0.51,-0.69,0.74,0,3.3,6.34,0.48,1.92,12.17
c,b,0.86,0.3,-0.05,-0.15,0.37,0.46,0.54,-0.15,0,3.36,7.779999999999999,0.51,2.04,15.87
e,e,0.54,0.94,2.1,0.25,-0.16,-0.42,-0.35,-2.74,0,8.62,6.98,0.41,1.69,11.8
a,c,-0.13,-0.87,-0.79,-0.25,-0.44,-0.11,-0.34,-0.73,0,1.26,3.27,0.23,1.3,4.25
c,b,1.29,1.35,-0.93,-1.3,1.19,1.4,-0.72,-0.51,1,8.6,15.07,0.75,1.33,20.04
d,a,0.43,0.1,-0.67,0.99,1.14,0.11,0.15,0.8,1,6.1,13.86,0.91,1.1,15.25
c,b,-1.78,0.34,2.69,-0.87,-0.07,-0.72,1.18,1.43,1,9.4,16.27,0.66,1.52,24.73
b,a,-0.45,1.34,0.18,-0.15,0.5,-1.42,-1.0,0.74,1,6.51,11.45,0.73,1.37,15.69
b,e,-0.7,-2.87,0.15,0.69,0.38,-0.58,-0.31,-0.56,0,2.6,4.06,0.25,1.33,5.4
b,a,-0.26,0.11,0.13,0.72,-1.23,0.69,1.54,0.51,0,2.89,8.02,0.57,2.33,18.69
c,b,-1.3,-0.75,0.77,1.86,0.06,0.94,0.61,-0.51,0,4.87,8.19,0.28,1.39,11.38
c,a,0.09,0.34,-0.46,0.23,0.06,0.54,0.32,1.53,1,4.56,11.79,0.87,1.15,13.56
d,b,1.03,-0.37,0.16,-0.32,-0.7,-1.13,-0.89,-0.33,0,4.22,4.11,0.6,2.5,10.28
b,a,-0.54,-1.63,-0.12,0.11,1.17,1.05,0.6,-0.87,1,4.66,12.73,0.8,1.25,15.91
d,c,-2.04,-0.7,-0.3,-0.53,-0.52,-1.59,0.71,-0.47,0,2.13,2.27,0.13,1.15,2.61
b,e,-1.64,0.31,0.73,-2.34,0.87,-0.61,-1.2,-0.03,1,6.16,10.4,0.56,1.79,18.62
e,c,1.18,0.37,-0.96,-0.89,0.31,1.03,1.02,0.89,1,7.12,14.82,0.89,1.12,16.6
b,a,-1.72,-0.07,0.07,1.66,-0.14,0.21,-0.75,-0.54,0,2.86,6.46,0.7,3.33,21.51
a,d,0.47,1.49,-0.09,0.83,-2.05,-0.89,0.31,-0.08,1,6.4,11.55,0.64,1.56,18.02
b,c,-1.9,-0.97,0.94,1.31,0.44,-1.27,-1.47,0.63,1,5.56,10.2,0.56,1.79,18.26
e,e,-0.09,-0.07,-1.72,0.11,-0.81,-0.83,-0.73,1.32,0,4.84,2.39,0.42,1.72,4.11
a,d,-0.36,-0.76,0.45,1.68,0.11,-1.08,0.14,0.08,0,4.77,6.2,0.37,1.59,9.86
c,b,0.42,-0.24,0.27,0.32,1.49,-0.06,0.59,-1.73,1,5.58,12.54,0.81,1.23,15.42
b,a,2.22,-0.45,0.3,-2.21,0.56,-0.83,-1.39,-1.21,1,6.97,11.559999999999999,0.85,1.18,13.64
c,a,0.48,-0.75,0.47,0.31,-0.88,1.03,-2.39,-1.81,1,3.31,7.55,0.73,1.37,10.34
d,a,1.31,0.06,0.01,1.78,-0.6,-0.06,-1.09,1.06,1,5.35,11.92,0.82,1.22,14.54
a,c,0.19,1.38,-2.53,-0.18,-0.45,-1.07,0.33,-1.32,1,4.17,6.82,0.37,2.7,18.41
e,b,0.79,-0.65,0.88,0.12,-1.05,0.22,-0.5,-0.06,1,5.41,10.98,0.38,2.63,28.88
a,c,-0.64,0.33,-1.2,-0.53,-0.32,-1.26,0.65,0.51,0,2.8,3.94,0.35,1.54,6.07
d,b,-1.75,0.77,1.15,-1.15,-0.17,-1.06,-2.57,0.58,1,6.31,8.879999999999999,0.37,2.7,23.98
c,c,-0.92,0.2,-1.0,-1.23,-1.26,0.1,1.94,-0.25,1,2.68,7.0600000000000005,0.24,4.17,29.44
c,d,0.66,-0.84,-0.65,0.53,-1.53,-0.05,0.33,-0.03,0,3.82,5.04,0.49,1.96,9.88
c,c,-0.64,-0.4,-1.64,-2.33,-0.37,-0.88,1.24,-0.29,0,2.47,3.8,0.13,1.15,4.37
d,d,0.76,-1.17,-0.98,0.95,1.83,0.19,0.79,1.49,1,10.0,17.72,0.78,1.28,22.68
e,e,0.74,0.26,-0.73,1.66,1.06,0.32,0.67,0.26,1,7.73,15.19,0.77,1.3,19.75
b,a,1.83,0.69,0.22,-1.24,0.93,1.61,0.68,0.07,1,8.47,17.18,0.93,1.08,18.55
e,a,-0.75,-0.07,-0.47,1.53,0.2,-0.2,0.51,-0.28,1,3.55,9.34,0.82,1.22,11.39
b,d,1.31,-0.59,2.56,1.57,-0.4,-0.78,-0.43,-0.88,0,9.36,8.08,0.84,6.25,50.5
d,e,-0.75,0.25,1.7,0.96,0.13,-0.22,-0.51,-0.16,1,5.33,11.71,0.55,1.82,21.31
a,c,0.11,0.59,0.24,-1.59,-0.79,0.64,0.93,-0.17,1,4.77,10.79,0.5,2.0,21.58
c,d,-0.5,-0.78,1.53,0.14,-0.08,0.19,-0.47,-1.22,0,5.79,6.75,0.4,1.67,11.27
c,c,0.06,-0.09,-1.27,1.23,1.01,0.14,-0.35,-0.67,0,4.13,6.27,0.5,2.0,12.54
a,d,-0.76,0.47,-0.35,-0.5,1.64,-0.52,-2.87,-1.13,1,5.11,8.14,0.84,1.19,9.69
d,c,1.13,0.67,-0.07,0.3,-0.32,-0.17,-1.0,0.35,0,4.62,5.71,0.73,3.7,21.13
a,d,0.22,1.0,0.08,-0.21,-0.98,-0.0,-1.28,-1.74,1,6.09,11.29,0.63,1.59,17.95
e,c,-0.67,0.62,-1.94,0.79,0.76,-1.06,-0.16,0.5,0,5.92,4.38,0.84,6.25,27.38
a,d,0.36,-0.03,-0.46,-0.6,-0.68,-0.55,0.36,0.22,0,4.57,4.15,0.45,1.82,7.55
d,a,-0.85,0.32,1.07,2.35,-1.78,-0.17,-0.17,0.5,0,4.02,5.29,0.54,2.17,11.48
e,c,-0.86,1.13,-0.16,-1.61,-0.31,-0.91,0.85,-1.37,0,4.58,3.92,0.23,1.3,5.1
d,c,-1.01,1.74,-0.29,-2.0,-0.84,0.32,-1.16,-0.06,1,4.56,6.54,0.66,1.52,9.94
e,e,0.33,-0.96,-0.18,0.95,-0.34,-1.27,-0.71,-0.83,1,4.08,8.0,0.4,2.5,20.0
b,c,0.52,-1.36,-0.65,0.69,-0.28,0.45,-1.58,1.86,1,6.39,10.190000000000001,0.84,1.19,12.13
c,d,0.26,0.79,-1.04,-1.01,-1.39,-1.44,-0.55,-1.27,0,3.78,3.58,0.23,1.3,4.65
a,d,0.4,-0.06,-1.46,-1.88,0.65,0.03,-1.58,2.16,1,8.51,11.43,0.67,1.49,17.03
b,c,-0.81,0.42,-0.56,-1.12,-0.13,0.55,0.42,-0.45,0,2.23,6.1,0.77,4.35,26.53
a,b,-0.7,-1.53,0.58,-1.53,-0.41,1.08,-0.3,1.41,1,5.93,11.120000000000001,0.63,1.59,17.68
c,c,2.65,0.0,0.36,0.54,-0.45,-0.45,-0.94,-1.12,1,6.11,12.43,0.66,1.52,18.89
a,a,0.24,-1.59,0.37,1.89,0.67,-0.38,-0.59,1.34,1,5.28,11.93,0.81,1.23,14.67
a,c,0.6,-0.66,-0.82,-0.26,0.47,1.04,0.44,1.04,1,6.1,12.16,0.66,1.52,18.48
d,d,-0.85,0.29,1.76,0.47,-0.46,-0.79,0.11,2.06,1,8.92,14.99,0.6,1.67,25.03
e,c,-0.12,-0.37,-0.6,0.32,1.02,0.31,1.35,-1.0,1,4.24,11.86,0.73,1.37,16.25
a,c,0.79,2.36,-0.17,-1.14,-1.07,-0.24,1.33,0.89,1,8.97,14.54,0.59,1.69,24.57
d,d,-0.3,0.19,1.4,0.06,0.75,1.49,0.01,-1.49,0,6.39,8.25,0.81,5.26,43.4
b,d,-0.81,0.75,1.65,-0.86,1.77,-0.61,0.32,0.88,1,10.76,17.740000000000002,0.76,1.32,23.42
e,b,-1.02,1.34,-1.4,0.43,0.7,1.2,-1.99,-0.61,1,6.51,13.11,0.7,1.43,18.75
a,e,0.66,1.1,-0.59,0.62,2.04,0.44,1.07,0.4,1,9.71,18.189999999999998,0.95,1.05,19.1
e,c,0.86,0.09,-1.02,-0.31,-0.36,0.59,2.02,-0.12,0,4.2,6.28,0.5,2.0,12.56
d,b,-2.85,-0.21,0.68,-0.11,-0.85,0.35,-1.07,-1.32,0,2.97,2.87,0.17,1.2,3.44
d,b,0.68,-0.48,1.17,0.23,-0.19,2.56,-0.36,-0.09,1,6.59,14.73,0.77,1.3,19.15
a,a,1.15,0.67,1.2,-0.38,0.66,0.35,0.36,0.2,1,9.39,16.77,0.95,1.05,17.61
c,e,-1.19,-1.33,1.09,-0.34,-1.73,0.27,0.22,0.3,0,4.09,4.96,0.14,1.16,5.75
c,c,-1.59,-0.39,1.41,-0.25,-0.37,1.03,0.22,-0.41,1,4.24,10.780000000000001,0.25,4.0,43.12
d,c,1.01,0.34,-0.93,2.05,-1.69,-0.55,0.93,-0.22,1,3.82,9.84,0.59,1.69,16.63
d,c,0.41,0.81,-1.34,-2.62,-1.19,-0.42,0.4,-0.27,1,3.86,6.3,0.56,1.79,11.28
b,d,-0.78,1.65,0.58,-0.98,-0.7,-0.53,0.49,1.3,1,8.53,15.08,0.76,1.32,19.91
d,a,-0.77,-1.66,-0.99,-0.85,-0.26,0.38,1.17,-0.04,1,1.69,6.8,0.26,3.85,26.18
e,e,-0.45,-0.07,-1.21,-0.47,-0.91,0.34,0.59,-1.42,1,2.24,6.49,0.25,4.0,25.96
a,e,0.5,-0.25,-0.78,-0.94,-0.72,-0.15,0.69,1.33,0,4.49,4.68,0.39,1.64,7.68
c,b,0.96,0.53,-1.59,0.7,-0.89,1.82,0.25,0.26,1,5.97,12.54,0.84,1.19,14.92
d,a,-1.62,1.16,-0.65,0.44,1.67,-1.4,0.1,0.87,1,7.21,12.79,0.84,1.19,15.22
d,d,1.31,0.77,0.81,1.0,0.32,1.24,0.29,0.11,1,10.14,19.869999999999997,0.8,1.25,24.84
b,d,-0.8,-0.11,-0.4,0.84,0.53,-1.12,0.17,-1.14,0,3.76,5.67,0.41,1.69,9.58
c,d,0.14,1.59,-0.91,1.22,1.83,-0.13,-0.5,1.27,1,11.07,18.189999999999998,0.88,1.14,20.74
c,c,-1.15,-0.7,1.09,-0.25,-0.87,-0.4,-0.27,-0.33,0,3.12,3.49,0.28,1.39,4.85
c,a,0.07,0.05,-2.16,0.08,0.09,0.74,-0.71,-0.23,1,2.7,8.6,0.51,1.96,16.86
b,c,-0.29,-0.82,-0.18,-1.47,0.88,0.14,-0.98,-0.28,1,3.11,6.74,0.79,1.27,8.56
c,b,0.67,0.94,0.01,-0.84,-1.06,-0.36,0.49,-1.67,0,3.74,4.82,0.62,2.63,12.68
a,d,-0.77,-0.97,-0.52,-0.78,0.29,-0.11,-0.15,-1.19,0,3.44,5.01,0.24,1.32,6.61
a,d,0.84,0.08,1.65,-0.59,0.65,1.92,0.2,0.28,1,10.7,19.78,0.94,1.06,20.97
c,a,-0.01,-0.66,-0.33,0.02,-0.1,-0.46,-0.92,-1.74,1,0.8,5.03,0.5,2.0,10.06
e,a,0.46,1.73,0.32,-0.25,-1.35,0.58,-0.91,-0.91,0,6.9,4.57,0.66,2.94,13.44
d,e,0.96,0.81,-0.5,-1.41,-0.94,0.23,-0.54,-0.25,1,4.01,9.45,0.52,1.92,18.14
d,c,0.39,0.88,-0.85,-0.01,0.14,-0.05,-0.02,1.81,1,6.8,13.22,0.59,1.69,22.34
c,e,0.4,-0.83,-0.05,-0.97,1.8,-0.45,0.62,0.96,0,6.14,6.609999999999999,0.84,6.25,41.31
a,a,-2.16,0.78,-1.32,0.81,0.7,-0.07,0.74,-0.21,1,4.98,11.05,0.62,1.61,17.79
b,e,0.16,-1.06,-0.2,0.28,-0.15,1.89,-0.55,-0.55,1,4.39,11.58,0.82,1.22,14.13
c,b,-0.87,0.74,0.36,2.06,1.63,-0.07,2.52,-1.44,1,7.16,17.28,0.8,1.25,21.6
b,b,0.54,0.54,0.09,1.24,-1.54,0.02,-0.68,0.41,1,5.09,11.76,0.81,1.23,14.46
c,b,0.31,0.08,-1.52,1.94,-0.08,-0.16,-0.14,-0.03,0,2.32,7.37,0.74,3.85,28.37
a,a,-0.75,-0.56,-0.07,0.34,1.1,-0.64,0.63,-2.12,1,4.03,9.86,0.59,1.69,16.66
d,d,-0.07,0.48,-1.17,1.2,1.26,-0.4,1.39,0.61,1,6.12,14.8,0.8,1.25,18.5
c,c,0.06,0.81,-0.46,-0.05,1.37,-1.15,0.46,-0.37,1,5.57,10.870000000000001,0.78,1.28,13.91
b,b,0.27,-0.27,0.38,1.73,-1.05,-0.5,1.36,-1.18,1,4.06,11.84,0.34,2.94,34.81
a,e,-0.04,-1.32,-0.6,0.41,-2.03,-0.01,0.57,0.22,1,1.99,6.98,0.37,2.7,18.85
e,a,-0.23,1.4,1.7,0.09,-0.99,-0.18,0.44,0.09,1,6.4,12.77,0.83,1.2,15.32
c,c,-0.95,-0.42,-0.49,0.05,0.1,0.68,-0.66,-0.29,1,1.74,6.73,0.28,3.57,24.03
a,b,-0.16,0.62,0.72,0.24,0.78,0.84,1.19,-0.05,1,5.3,13.93,0.63,1.59,22.15
d,b,-0.35,0.4,0.05,-0.86,-0.94,0.36,0.2,1.52,1,3.68,9.440000000000001,0.52,1.92,18.12
c,e,0.48,-0.35,-0.84,0.3,0.38,1.78,0.72,-2.55,0,4.02,7.79,0.78,4.55,35.44
c,a,-0.19,-0.27,0.6,0.35,0.41,0.32,-1.19,-0.87,0,2.83,6.23,0.76,4.17,25.98
d,e,1.34,0.5,-0.26,1.39,-1.48,-0.06,-0.48,1.02,1,7.77,13.83,0.56,1.79,24.76
e,e,-0.74,-0.25,-0.61,-1.22,0.32,-1.11,0.33,-0.22,0,3.28,4.06,0.63,2.7,10.96
a,b,-1.54,-0.66,-1.14,0.4,0.36,2.01,-1.05,-0.41,1,3.6,9.79,0.65,1.54,15.08
c,c,0.41,1.43,0.44,-1.17,-1.88,0.7,-1.3,-1.25,0,6.29,2.8,0.32,1.47,4.12
d,b,0.25,-0.05,-1.6,0.32,-0.65,-1.57,1.17,0.14,0,1.86,3.94,0.23,1.3,5.12
a,c,-0.94,-0.59,2.12,1.05,1.29,0.04,1.14,1.04,1,9.22,17.259999999999998,0.55,1.82,31.41
c,e,0.21,0.84,2.12,0.84,-0.74,0.07,0.37,-0.02,1,8.12,15.49,0.78,1.28,19.83
e,e,0.5,-0.41,-1.68,1.4,2.05,1.66,0.75,0.07,1,7.77,16.39,0.82,1.22,20.0
d,c,-2.55,0.78,1.23,1.22,-1.67,0.87,1.32,-1.0,0,5.01,6.32,0.34,1.52,9.61
d,a,1.08,-0.2,-0.55,-0.9,-2.67,-2.07,1.23,0.07,0,3.76,2.76,0.12,1.14,3.15
e,c,-0.29,-1.11,0.12,-0.85,-0.43,0.02,0.39,0.87,0,2.62,3.52,0.36,1.56,5.49
c,d,-0.33,0.91,0.91,1.4,0.43,1.18,-0.42,-0.53,1,8.28,15.98,0.78,1.28,20.45
b,c,0.85,1.73,0.15,-0.79,-1.24,0.32,-0.14,-1.09,0,6.17,5.71,0.63,2.7,15.42
d,d,2.2,-0.98,-0.75,-0.22,2.2,-0.96,-1.87,1.57,1,11.49,17.060000000000002,0.81,1.23,20.98
e,e,2.35,0.4,0.69,0.77,-1.35,0.29,0.08,0.57,1,9.09,14.9,0.76,1.32,19.67
a,e,-0.76,-1.54,0.65,0.72,-0.71,-1.13,-0.23,1.39,1,4.91,8.26,0.48,2.08,17.18
a,c,0.14,-0.55,-0.73,0.59,-1.58,2.73,-1.77,0.07,1,5.2,10.57,0.48,2.08,21.99
c,b,0.78,0.61,-0.05,-1.45,-0.95,-0.41,-0.41,0.53,1,4.94,9.629999999999999,0.51,1.96,18.87
b,e,0.39,-0.7,-0.73,0.13,0.2,0.35,-0.06,-0.28,1,4.14,11.2,0.59,1.69,18.93
d,c,-1.26,-0.44,0.04,0.25,-1.79,-1.45,0.67,0.02,1,1.13,2.9,0.13,7.69,22.3
d,b,0.1,1.06,-0.63,-0.47,0.56,1.31,0.43,0.69,0,5.66,7.02,0.79,4.76,33.42
b,d,-0.49,1.59,1.22,1.39,-1.04,-2.37,1.23,0.46,1,8.19,14.7,0.82,1.22,17.93
a,c,0.29,-0.34,-0.13,-1.65,0.62,1.4,0.1,-0.35,1,3.39,9.82,0.84,1.19,11.69
b,e,-0.62,1.08,-0.02,-0.81,0.13,1.04,-1.46,-1.11,0,5.81,5.87,0.78,4.55,26.71
e,c,-0.25,0.28,0.89,1.1,0.07,-0.36,0.95,0.65,0,5.72,6.23,0.71,3.45,21.49
e,b,0.63,0.01,-0.05,0.14,-0.43,-0.04,0.02,0.2,0,2.85,5.57,0.77,4.35,24.23
c,a,-1.67,-2.19,-0.58,0.25,1.67,0.34,-1.16,1.45,1,6.33,12.46,0.69,1.45,18.07
d,d,0.46,-0.51,-1.09,-0.36,-2.6,-1.26,-0.88,0.63,0,4.53,2.34,0.22,1.28,3.0
e,b,-0.63,-0.58,-0.27,0.85,0.17,0.48,0.19,0.03,0,3.03,5.9399999999999995,0.46,1.85,10.99
b,c,-0.36,0.48,0.06,1.99,-0.24,-0.2,-0.33,1.55,1,5.12,11.620000000000001,0.9,1.11,12.9
a,c,2.32,1.37,0.6,0.46,-2.44,0.05,-0.34,-0.77,1,9.02,13.03,0.47,2.13,27.75
e,e,1.06,0.7,-1.72,1.28,-0.02,1.51,0.8,0.53,1,8.37,17.03,0.88,1.14,19.41
a,e,1.4,-0.19,-0.26,-0.34,0.47,0.63,-0.74,0.7,0,7.79,5.41,0.89,9.09,49.18
e,e,0.18,0.24,0.04,0.8,0.93,1.23,0.18,2.77,1,10.25,17.630000000000003,0.87,1.15,20.27
d,b,0.78,-1.05,1.43,0.14,0.63,-0.74,1.49,0.6,1,7.71,14.89,0.44,2.27,33.8
c,a,0.23,-0.91,0.02,0.76,-0.25,0.81,-1.3,1.79,1,4.92,11.15,0.86,1.16,12.93
d,b,-0.28,-1.93,-1.22,-0.3,1.04,-1.16,0.49,1.17,1,4.42,9.25,0.28,3.57,33.02
d,d,1.75,-1.93,-0.06,0.28,0.18,0.01,-0.27,0.59,0,7.08,5.73,0.58,2.38,13.64
d,c,-0.86,-1.22,0.59,0.61,0.11,0.53,0.94,-0.29,0,3.14,5.4,0.37,1.59,8.59
b,c,0.67,1.47,-0.1,-0.36,-0.09,-0.17,-1.34,-0.06,1,5.43,10.07,0.69,1.45,14.6
b,b,-0.74,-1.06,-1.1,1.03,0.4,-0.14,1.01,-0.86,1,3.35,9.120000000000001,0.55,1.82,16.6
e,a,-0.3,-1.29,-0.13,0.09,-0.38,0.27,-0.34,-1.92,0,2.12,4.18,0.33,1.49,6.23
e,e,0.32,1.22,-0.56,-0.7,0.09,2.58,-2.3,-0.44,1,7.95,14.98,0.94,1.06,15.88
b,d,-0.17,1.12,-0.75,-0.94,-0.25,0.31,0.45,0.12,1,5.09,12.24,0.71,1.41,17.26
d,e,-2.18,0.94,0.45,0.24,0.2,0.09,1.1,-1.6,0,4.93,5.97,0.32,1.47,8.78
c,d,0.81,0.54,0.23,0.16,0.72,-0.94,-0.43,1.72,1,9.27,15.8,0.78,1.28,20.22
c,a,-2.18,0.9,-0.43,-0.67,0.27,-0.46,-0.16,-1.12,0,2.42,4.47,0.59,2.44,10.91
a,d,-1.49,-1.33,-0.68,0.33,-1.58,-0.67,0.46,1.36,0,5.94,3.34,0.36,1.56,5.21
b,a,-0.87,0.03,1.56,-0.3,-0.61,-0.08,-0.41,0.59,1,4.84,10.45,0.72,1.39,14.53
c,c,0.63,-0.34,0.82,-1.4,-0.3,1.21,-0.44,0.19,1,5.27,11.629999999999999,0.72,1.39,16.17
a,b,1.56,1.87,-0.71,1.3,0.58,-0.47,-0.12,-1.57,1,8.06,16.23,0.72,1.39,22.56
c,b,0.48,0.08,1.96,-0.67,-0.17,-0.93,1.31,-0.32,0,6.43,7.1899999999999995,0.3,1.43,10.28
b,d,0.85,-0.52,-0.49,-1.62,0.41,0.29,-1.89,-0.71,1,5.59,10.41,0.74,1.35,14.05
e,b,2.54,1.11,1.21,-1.47,-1.41,0.56,-0.19,0.24,1,12.26,18.380000000000003,0.81,1.23,22.61
a,c,0.92,1.92,0.64,2.14,-0.27,-1.53,0.23,2.08,1,12.08,17.89,0.89,1.12,20.04
e,b,1.46,1.85,-0.5,-0.52,-0.45,0.33,-0.51,-1.33,1,8.43,13.89,0.54,1.85,25.7
b,a,0.5,0.14,-1.6,0.77,0.96,-1.79,-1.12,1.04,0,5.17,4.8,0.73,3.7,17.76
a,c,-0.23,-0.56,1.09,0.92,0.55,-1.13,-0.14,-1.89,0,3.97,5.11,0.67,3.03,15.48
b,b,1.36,-1.36,1.83,2.23,0.44,-0.76,0.01,-0.2,1,8.78,15.9,0.67,1.49,23.69
b,e,0.7,0.14,0.45,0.82,-1.7,-2.34,-1.31,-2.97,0,4.12,2.2,0.23,1.3,2.86
c,a,0.34,-1.35,0.27,-0.88,0.2,-0.53,-0.64,0.24,0,3.48,4.25,0.42,1.72,7.31
b,b,0.12,0.75,-0.91,1.26,1.66,1.03,0.09,0.48,0,7.65,9.440000000000001,0.96,25.0,236.0
d,c,-1.4,0.85,0.44,0.4,1.67,-0.95,-0.01,-1.94,1,6.99,12.55,0.58,1.72,21.59
d,d,1.53,-0.65,-1.27,-0.23,-1.28,1.6,-0.31,-0.75,1,5.67,10.68,0.57,1.75,18.69
e,c,0.32,2.26,-0.72,-0.55,0.23,-0.79,-1.36,-1.36,1,6.04,10.99,0.64,1.56,17.14
a,e,0.46,-0.49,0.59,-1.01,-1.44,-0.21,-0.2,-0.46,0,4.44,3.1399999999999997,0.29,1.41,4.43
a,b,-0.39,-0.37,0.77,0.64,0.23,-0.58,-0.14,1.8,1,5.45,10.61,0.46,2.17,23.02
e,e,1.26,-1.56,-1.42,-0.84,-0.22,-0.59,0.43,-0.9,0,5.12,4.49,0.28,1.39,6.24
c,a,-0.34,0.85,1.44,0.97,0.93,-0.06,-0.12,0.41,1,7.76,16.39,0.72,1.39,22.78
d,c,-0.86,1.21,-0.14,0.47,2.6,-0.8,-1.18,-0.77,1,7.58,13.05,0.62,1.61,21.01
b,e,-0.02,-0.7,-1.58,-1.29,0.3,-0.62,-0.04,-0.77,1,3.47,7.12,0.33,3.03,21.57
e,a,-0.14,0.39,-1.04,-1.52,0.79,-0.55,1.57,0.27,1,4.76,11.1,0.57,1.75,19.42
c,a,0.11,-0.6,-0.72,-0.05,-0.25,0.14,-0.39,0.92,0,2.95,5.98,0.59,2.44,14.59
c,e,0.57,1.87,1.39,-0.31,0.17,-1.13,-0.8,-0.89,1,8.94,14.12,0.88,1.14,16.1
c,c,1.56,0.07,-0.69,1.5,-0.2,1.73,0.88,-0.02,0,5.53,8.95,0.73,3.7,33.12
b,b,-0.9,-1.53,0.45,1.03,-0.92,-0.18,0.66,-0.09,0,2.04,5.03,0.21,1.27,6.39
b,a,-1.59,2.02,1.34,-1.53,-0.5,0.25,-0.05,-0.14,0,7.95,5.92,0.52,2.08,12.31
c,d,0.37,0.11,-0.54,0.72,0.87,2.62,-0.15,-1.67,0,6.54,8.71,0.82,5.56,48.43
b,e,1.59,-1.56,-0.95,-0.33,0.35,-0.94,-0.86,-0.52,0,5.32,3.88,0.72,3.57,13.85
e,b,1.66,0.86,0.75,1.07,0.43,-0.32,-0.87,0.27,1,9.94,17.67,0.87,1.15,20.32
b,e,-1.03,-1.07,1.45,0.17,-0.66,0.07,0.55,-2.54,0,5.69,5.14,0.31,1.45,7.45
c,d,-0.73,1.17,-0.24,-1.26,-0.96,0.95,0.94,0.23,0,5.25,5.64,0.72,3.57,20.13
e,d,-0.96,1.55,2.06,0.98,0.69,-2.4,-0.15,0.08,1,10.36,15.34,0.85,1.18,18.1
d,e,-0.69,-0.36,0.07,0.23,0.65,-1.54,2.17,-1.2,0,4.07,6.63,0.48,1.92,12.73
e,c,-2.24,-0.42,1.16,-1.49,-0.3,0.52,1.11,0.57,0,5.22,5.55,0.29,1.41,7.83
d,a,-1.72,0.73,-0.4,-1.47,0.45,3.23,1.37,-0.4,0,5.32,7.720000000000001,0.67,3.03,23.39
e,a,0.76,0.11,1.35,-0.65,1.09,1.11,-1.05,1.29,1,9.96,17.259999999999998,0.92,1.09,18.81
d,e,0.04,-0.37,0.18,0.16,0.44,-1.38,-0.54,0.94,1,4.54,9.55,0.37,2.7,25.79
d,a,-2.4,1.11,-0.09,-1.34,0.59,1.5,-1.44,-1.06,0,4.75,5.38,0.45,1.82,9.79
d,a,0.88,0.85,-0.16,-1.18,0.01,0.27,2.05,-0.76,0,4.8,7.85,0.81,5.26,41.29
d,a,-0.56,-0.21,-0.9,1.28,-1.32,-0.06,0.8,-0.59,0,2.3,5.67,0.27,1.37,7.77
e,c,1.76,-0.78,-1.04,-1.24,-0.76,2.44,0.42,2.57,1,11.59,17.93,0.75,1.33,23.85
e,c,0.72,1.94,-1.29,-1.42,0.36,0.07,-1.0,-0.82,1,7.52,12.17,0.9,1.11,13.51
e,a,-0.16,-0.74,-0.01,-0.6,0.32,0.43,-0.99,0.32,1,2.4,7.6,0.73,1.37,10.41
a,c,-0.3,-2.17,-1.14,-1.79,0.6,0.11,2.3,1.1,0,4.84,4.56,0.53,2.13,9.71
c,c,-0.89,-0.59,-0.16,-0.02,-1.63,-2.23,0.56,0.77,0,2.42,1.1600000000000001,0.25,1.33,1.54
c,a,-2.47,0.89,0.51,-0.25,0.52,0.89,0.85,-0.5,0,4.46,7.359999999999999,0.69,3.23,23.77
b,c,-0.47,-0.16,0.38,-0.62,-0.14,0.3,1.01,0.28,0,4.12,5.59,0.75,4.0,22.36
